Dataset di provenienza;tipo_metafora;testo;etichetta;argomento;veicolo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella pelle è ruvida;0;pelle;ruvido;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel prato è fiorito;0;prato;fiorito;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel mento è sporgente ;0;mento;sporgente;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel viso è molto magro;0;viso;magro;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella nebbia è proprio fitta ;0;nebbia ;fitto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'orecchio è arrossato;0;orecchio;arrossato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella mano è rugosa;0;mano;rugoso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel naso è proprio affilato;0;naso;affilato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei denti sono ingialliti;0;dente;ingiallito;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle palpebre sono socchiuse;0;palpebra;socchiuso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle ciglia sono molto folte;0;ciglia;folto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei piedi sono puzzolenti;0;piede;puzzolente;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella pancia è piatta;0;pancia;piatto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella barba è proprio incolta;0;barba;incolto;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quegli zigomi sono spigolosi;0;zigomo;spigoloso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle gambe sono slanciate;0;gamba;slanciato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella caviglia è proprio gonfia;0;caviglia;gonfio;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel braccio è muscoloso;0;braccio;muscoloso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei capelli sono ricci;0;capello;riccio;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella fronte è distesa;0;fronte;disteso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quegli addominali sono definiti;0;addominale;definito;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle labbra sono carnose;0;labbro;carnoso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei bicipiti sono allenati;0;bicipite;allenato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle unghie sono curate;0;unghia;curato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quelle dita sono affusolate;0;dito;affusolato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quei peli sono ispidi;0;pelo;ispido;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel brufolo è sanguinante;0;brufolo;sanguinante;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel neo è molto scuro;0;neo;scuro;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'autostrada è trafficata;0;autostrada;trafficato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella fabbrica è dismessa;0;fabbrica;dismesso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella luna è calante;0;luna;calante;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella sigaretta è aromatica;0;sigaretta ;aromatico;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella stanza è luminosa;0;stanza;luminoso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel computer è rumoroso;0;computer ;rumoroso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel libro è illustrato;0;libro;illustrato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'automobile è usata;0;automobile;usato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel cavo è annodato;0;cavo;annodato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel cappello è logoro;0;cappello;logoro;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella grondaia è metallica;0;grondaia;metallico;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella casa è molto spaziosa;0;casa;spazioso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'ospedale è rinomato;0;ospedale;rinomato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel diario è intimo;0;diario;intimo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'aiuola è proprio secca;0;aiuola;secco;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel sonaglio è molto grazioso;0;sonaglio;grazioso;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella nuvola è iridata;0;nuvola;iridato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella firma è illeggibile;0;firma;illeggibile;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quegli abiti sono invernali;0;abito;invernale;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel mare è molto calmo;0;mare;calmo;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quella piscina è riscaldata;0;piscina;riscaldato;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel pannolino è sporco;0;pannolino;sporco;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quell'aspirapolvere è potente;0;aspirapolvere;potente;;;;;;;;;;
Dataset_MetaBody;Nominal predicative;Quel bar è molto affollato;0;bar ;affollato;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Dopo una cena a base di aglio gli aliti sono fogne insopportabili.;1;alito;fogna;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei processi importanti certi avvocati sono squali senza scrupoli.;1;avvocato;squalo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.;1;esercito;diga;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quando il tempo stringe gli oratori sono treni ad altà velocità.;1;oratore;treno;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.;1;scalatore;scoiattolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.;1;schiaffo ;medicina;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente per le coste italiane gli uragani sono carrarmati devastanti.;1;uragano;carrarmato;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Davanti ad una punizione certi bambini sono fontane inarrestabili.;1;bambino;fontana;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.;1;banchiere;vampiro;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.;1;barbiere;chirurgo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.;1;collega;zecca;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.;1;delitto;rebus;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.;1;ginnasta;grillo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In certi sport americani i giocatori sono elefanti dalla mole imponente.;1;giocatore;elefante;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.;1;giornalista;avvoltoio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.;1;libro;bussola;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.;1;maestro;lanterna;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle campagne elettorali certi politici sono calamite per i voti.;1;politico;calamita;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei condomini del centro i portinai sono archivi pronti a spettegolare.;1;portinaio;archivio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.;1;professore;enciclopedia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel combattimento corpo a corpo certi soldati sono leoni senza paura.;1;soldato;leone;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Secondo la giornalista di moda quelle acconciature sono cespugli incolti.;1;acconciatura;cespuglio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Durante la gara di formula uno le automobili sono frecce velocissime.;1;automobile;freccia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.;1;ballerina;farfalla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.;1;biblioteca;miniera;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.;1;borsa;macigno;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.;1;canzone;droga;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per i bambini maltrattati le carezze sono balsami che curano il trauma.;1;detergente;balsamo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nell'ora del rientro dal lavoro le città sono giungle caotiche.;1;città;giungla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle poesie dei poeti romantici le fanciulle sono rose delicate.;1;fanciulla;rosa;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quando si suda per la tensione le giacche sono forni di calore.;1;giacca;forno;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei bambini appena nati le guance sono pesche liscissime.;1;guancia;pesca;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.;1;indossatrice;bambola;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.;1;lezione;sonnifero;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.;1;malattia;cecchino;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per i distubi del sonno certe melodie sono camomille rilassanti.;1;melodia;camomilla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.;1;notizia;terremoto;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le tasche delle giacche dei nonni sono banche zeppe di monete.;1;tasca;banca;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Ai matrimoni tradizionali le torte sono montagne di panna e praline.;1;torta;montagna;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.;1;voce;tromba;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.;1;viaggio;terapia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Dopo un grave lutto certi ricordi sono spine dolorose.;1;ricordo;spina;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.;1;matrimonio;quercia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.;1;figlio;stampella;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Dopo un temporale le nuvole sono perle di infiniti riflessi.;1;nuvola;perla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle scelte di vita i dubbi sono ombre che offuscano la via.;1;dubbio;ombra;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei momenti di sconforto i sogni sono ali per viaggiare lontano.;1;sogno;ala;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli indecisi le opinioni sono pendoli che vanno di qua e di là.;1;opinione;pendolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.;1;parola;pietra;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle persone creative le menti sono vulcani di idee e progetti.;1;mente ;vulcano;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.;1;passatempo;oasi;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.;1;passione;vento;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.;1;virtù;muscolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.;1;rimprovero;tatuaggio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per gli animi sensibili le poesie sono sorrisi per il cuore.;1;poesia;sorriso;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I malati di artrosi dicono che le fitte sono coltelli nella carne.;1;fitta;coltello;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.;1;teoria;palazzo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente in America certe università sono portaerei che trasportano talenti.;1;università;portaerei;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Tutti sanno che le amicizie sono alberi che crescono con il tempo.;1;amicizia;albero;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Se non curati con farmaci specifici certi malditesta sono trapani continui.;1;malditesta;trapano;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei paesi in via di sviluppo le economie sono bombe ad orologeria.;1;economia;bomba ad orologeria;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella memoria dei popoli le stragi sono cicatrici indelebili.;1;strage;cicatrice;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In certi momenti gli occhi sono oceani di profondità infinita.;1;occhio;oceano;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Se negative certe amicizie sono virus che infettano il carattere dei giovani.;1;amicizia;virus;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.;1;ossessione;gabbia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per alcune persone certi profumi sono chiavi per la porta della memoria.;1;profumo;chiave;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Spesso nella vita le delusioni sono zavorre molto pesanti.;1;delusione;zavorra;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.;1;conoscenza;ascensore;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per i soggetti depressi le crisi sono tunnel senza fine.;1;crisi;tunnel;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella vita le paure sono nodi che impediscono di andare avanti.;1;paura;nodo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei momenti difficili le speranze sono stelle che illuminano l'anima.;1;speranza;stella;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle società multietniche le lingue sono ponti tra le persone.;1;lingua;ponte;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.;1;romanzo;mappa;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.;1;torto;crepa;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.;1;emozione;fulmine;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quando c'è diffidenza i segreti sono muri tra le persone.;1;segreto;muro;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In politica e nel commercio certi discorsi sono fiumi che travolgono.;1;discorso;fiume;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella società umana i rapporti sono corde che ci legano agli altri.;1;rapporto;corda;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Senza il perdono i rancori sono tarli che divorano l'anima.;1;rancore;tarlo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli animi fragili le tentazioni sono reti molto pericolose.;1;tentazione;rete;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Illustrando la mappa l'architetto segnala che gli scarichi sono fogne per i rifiuti tossici.;0;scarico;fogna;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Durante la visita la guida spiega che i pesci nell'acquario sono squali ferocissimi.;0;pesce;squalo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Gli ingegneri informano che le costruzioni pianificate sono dighe anti alluvioni.;0;costruzione;diga;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I convogli presenti nel vecchio deposito sono treni in uso cento anni fa.;0;convoglio;treno;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Il documentario spiega che i roditori della montagna sono scoiattoli dalla lunga coda.;0;roditore;scoiattolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella cura delle emicranie le sostanze in fase di sperimentazione sono medicine potentissime.;0;sostanza;medicina;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Alla parata militare i blindati più impressionanti sono carrarmati usati in guerra.;0;blindato;carrarmato;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;All'inaugurazione del giardino viene spiegato che i nuovi impianti sono fontane notturne.;0;impianto;fontana;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;A carnevale i mostri più diffusi sono vampiri dai denti affilati.;0;mostro;vampiro;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I dirigenti sanitari spiegano che quei medici sono chirurghi afferenti all'ospedale.;0;medico;chirurgo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I parassiti che infestano le piante d'appartamento sono zecche o pidocchi.;0;parassita;zecca;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei quiz gli indovinelli misteriosi sono rebus molto difficili.;0;indovinello;rebus;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I genitori spiegano al bambino che gli insetti del fiume sono grilli agilissimi.;0;insetto;grillo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli zoo asiatici i mammiferi in gabbia sono elefanti provenienti dall'India.;0;mammifero;elefante;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I predatori che compaiono nei libri di scienze sono avvoltoi della savana.;0;predatore;avvoltoio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel kit per il campeggio i dispositivi più costosi sono bussole ad alta precisione.;0;dispositivo;bussola;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei velieri vichinghi le lampade più antiche sono lanterne a olio.;0;lampada;lanterna;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Gli oggetti usati per abbellire il frigorifero sono calamite con decori artigianali.;0;oggetto;calamita;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Gli schedari presenti negli uffici comunali sono archivi pubblici e consultabili da tutti.;0;schedario;archivio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella biblioteca i volumi più antichi sono enciclopedie di inizio novecento.;0;volume;enciclopedia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle zone equatoriali i felini a rischio di estinzione sono leoni e ghepardi selvatici.;0;felino;leone;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Al castello abbandonato le siepi di recinzione sono cespugli incolti.;0;siepe;cespuglio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Per gli indiani d'america le armi più efficaci erano frecce dalla punta affilata.;0;arma;freccia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei disegni dei bambini gli animali più colorati sono farfalle multicolore.;0;animale;farfalla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel territorio di montagna le cave abbandonate sono miniere di ferro e magnesio.;0;cava;miniera;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le pietre da lavorare sono macigni che ricoprivano il lato della montagna.;0;pietra;macigno;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;La polizia spiega che le pasticche colorate sono droghe molto pesanti.;0;pasticca;droga;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella cura dei capelli i detergenti più nuovi sono balsami che non danneggiano il fusto.;0;detergente;balsamo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le foreste dell'America centrale sono giungle selvagge.;0;foresta;giungla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei giardini a primavera i fiori più profumati sono rose e gelsomini.;0;fiore;rosa;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle cucine americane gli elettrodomestici più richiesti sono forni a micronde.;0;elettrodomestico;forno;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Ai mercati generali i frutti profumati sono pesche e albicocche di stagione.;0;frutto;pesca;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Tra i regali di Natale i pupazzi più richiesti sono bambole parlanti.;0;pupazzo;bambola;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Il farmacista spiega che le pillole prescritte sono sonniferi integrati con antidolorifici.;0;pillola;sonnifero;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Durante la guerra i militari mandati in avanscoperta erano cecchini di grande precisione.;0;militare;cecchino;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella bottega dell'erborista le bevande più richieste sono camomille rilassanti.;0;bevanda;camomilla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;L'ente nazionale ha informato che le scosse registrate sono terremoti lievissimi.;0;scossa;terremoto;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nell'elenco delle società quotate gli istituti ai vertici sono banche con capitali stranieri.;0;istituto;banca;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle cartine geografiche rilievi indicati con colori scuri sono montagne di altezza superiore a 2000 metri.;0;rilievo;montagna;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella nuova orchestra gli strumenti più bizzarri sono trombe bitonali dal suono molto acuto.;0;strumento;tromba;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei centri termali i trattamenti a base di fanghi sono terapie molto efficaci.;0;trattamento;terapia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle piante carnivore le punte delle foglie sono spine acuminate e taglienti.;0;punta;spina;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Gli alberi più antichi del parco sono querce millenarie.;0;albero;quercia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quelle assi in legno sono stampelle rudimentali piuttosto scomode.;0;asse;stampella;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le gemme delle collane reali sono perle provenienti dalle Indie.;0;gemma;perla;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le forme sulle pareti delle grotte sono ombre generate dagli scogli al tramonto.;0;forma;ombra;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli uccelli primitivi le cartilagini esterne erano ali finalizzate al trasporto.;0;cartilagine;ala;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Tra i pezzi di artigianato in legno gli orologi sono pendoli a ricarica manuale.;0;orologio;pendolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I detriti lasciati dal fiume sono pietre e ghiaia di piccole dimensioni.;0;detrito;pietra;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli atolli tropicali i crateri maggiori sono vulcani ancora attivi.;0;cratere;vulcano;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Durante il safari la guida spiega che le radure in lontananza sono oasi per i nomadi.;0;radura;oasi;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le brezze che increspano il mare sono venti provenienti da oriente.;0;brezza;vento;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel corpo umano le fibre più lunghe sono muscoli striati.;0;fibra;muscolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle culture aborigene i segni sulla pelle sono tatuaggi di iniziazione.;0;segno;tatuaggio;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le espressioni più belle sono sorrisi e sguardi sinceri.;0;espressione;sorriso;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Gli arnesi con manico in legno sono coltelli per conciatori.;0;arnese;coltello;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nei cantieri di periferia le nuove costruzioni sono palazzi popolari.;0;costruzione;palazzo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Dicono che le imbarcazioni avvistate al largo sono portaerei americane.;0;imbarcazione;portaerei;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I semi piantati nel giardino sono alberi da frutto e arbusti vari.;0;seme;albero;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quegli attrezzi in disuso sono trapani che funzionano a batteria.;0;attrezzo;trapano;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nell'attentato alla metropolitana gli esplosivi erano bombe ad orologeria.;0;attentato;bomba ad orologeria;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I segni coperti dal trucco sono cicatrici dovute alle operazioni.;0;segno;cicatrice;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In geologia le croste più profonde sono oceani di pietre laviche.;0;crosta;oceano;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I parassiti delle piante da frutto sono virus molto pericolosi per tutte le coltivazioni.;0;parassita;virus;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;I contenitori per rettili sono gabbie metalliche molto resistenti.;0;contenitore;gabbia;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nella vecchia ferramenta gli arnesi nascosti sono chiavi da scasso.;0;arnese;chiave;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle barche tradizionali i sacchi di sabbia sono zavorre per l'ancoraggio.;0;sacco;zavorra;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Il capocantiere spiega che i montacarichi sono ascensori per i piani alti.;0;montacarico;ascensore;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le voragini nella montagna sono tunnel scavati dai soldati della Grande Guerra.;0;voragine;tunnel;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nelle barche certi lacci sono nodi per bloccare le vele.;0;laccio;nodo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quelle luci nel cielo notturno sono stelle di galassie lontane.;0;luce;stella;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Le costruzioni in mattoni sono ponti di collegamento tra le sponde.;0;costruzione;ponte;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Nel museo i documenti più preziosi sono mappe in pergamena.;0;documento;mappa;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quei segni sul muro sono crepe formatesi alcuni anni fa.;0;segno;crepa;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quei bagliori in lontananza sono fulmini che preannunciano tuoni e tempesta.;0;bagliore;fulmine;;;;;;;;;;
